ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
ENSG00000166006,Tier 3B,KCNC2,12,75433857,75603648,-1,"potassium voltage-gated channel, Shaw-related subfamily, member 2 [Source:HGNC Symbol;Acc:6234]",0,Y,N,N
ENSG00000166073,Tier 3B,GPR176,15,40091233,40213093,-1,G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:32370],0,Y,N,N
ENSG00000166086,Tier 3B,JAM3,11,133938820,134021896,1,junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:15532],0,N,Y,N
ENSG00000166111,Tier 3B,SVOP,12,109304658,109459045,-1,SV2 related protein homolog (rat) [Source:HGNC Symbol;Acc:25417],0,Y,N,N
ENSG00000166160,Tier 3B,OPN1MW2,X,153485225,153498755,1,"opsin 1 (cone pigments), medium-wave-sensitive 2 [Source:HGNC Symbol;Acc:26952]",8,Y,Y,N
ENSG00000166257,Tier 3B,SCN3B,11,123499895,123525952,-1,"sodium channel, voltage-gated, type III, beta subunit [Source:HGNC Symbol;Acc:20665]",0,N,Y,N
ENSG00000166311,Tier 3B,SMPD1,11,6411655,6416228,1,"sphingomyelin phosphodiesterase 1, acid lysosomal [Source:HGNC Symbol;Acc:11120]",0,N,Y,N
ENSG00000166333,Tier 3B,ILK,11,6624961,6632102,1,integrin-linked kinase [Source:HGNC Symbol;Acc:6040],0,Y,N,N
ENSG00000166340,Tier 3B,TPP1,11,6634000,6640692,-1,tripeptidyl peptidase I [Source:HGNC Symbol;Acc:2073],0,N,Y,N
ENSG00000166363,Tier 3B,OR10A5,11,6866883,6867936,1,"olfactory receptor, family 10, subfamily A, member 5 [Source:HGNC Symbol;Acc:15131]",0,Y,N,N
ENSG00000166396,Tier 3B,SERPINB7,18,61420169,61472604,1,"serpin peptidase inhibitor, clade B (ovalbumin), member 7 [Source:HGNC Symbol;Acc:13902]",0,N,Y,N
ENSG00000166401,Tier 3B,SERPINB8,18,61637159,61672278,1,"serpin peptidase inhibitor, clade B (ovalbumin), member 8 [Source:HGNC Symbol;Acc:8952]",0,N,Y,N
ENSG00000166482,Tier 3B,MFAP4,17,19286755,19290553,-1,microfibrillar-associated protein 4 [Source:HGNC Symbol;Acc:7035],0,N,Y,N
ENSG00000166509,Tier 3B,CLEC3A,16,78056412,78100658,1,"C-type lectin domain family 3, member A [Source:HGNC Symbol;Acc:2052]",0,N,Y,N
ENSG00000166634,Tier 3B,SERPINB12,18,61223393,61234244,1,"serpin peptidase inhibitor, clade B (ovalbumin), member 12 [Source:HGNC Symbol;Acc:14220]",0,N,Y,N
ENSG00000166664,Tier 3B,CHRFAM7A,15,30653443,30686052,-1,"CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion [Source:HGNC Symbol;Acc:15781]",0,Y,N,N
ENSG00000166710,Tier 3B,B2M,15,45003675,45011075,1,beta-2-microglobulin [Source:HGNC Symbol;Acc:914],0,N,Y,N
ENSG00000166762,Tier 3B,CATSPER2,15,43920701,43960316,-1,"cation channel, sperm associated 2 [Source:HGNC Symbol;Acc:18810]",2,Y,N,N
ENSG00000166856,Tier 3B,GPR182,12,57388230,57390468,1,G protein-coupled receptor 182 [Source:HGNC Symbol;Acc:13708],2,Y,Y,N
ENSG00000166862,Tier 3B,CACNG2,22,36959968,37099603,-1,"calcium channel, voltage-dependent, gamma subunit 2 [Source:HGNC Symbol;Acc:1406]",0,Y,N,N
ENSG00000166863,Tier 3B,TAC3,12,57403784,57422667,-1,tachykinin 3 [Source:HGNC Symbol;Acc:11521],2,N,Y,N
ENSG00000167004,Tier 3B,PDIA3,15,44038590,44065477,1,"protein disulfide isomerase family A, member 3 [Source:HGNC Symbol;Acc:4606]",2,N,Y,N
ENSG00000167104,Tier 3B,BPIFB6,20,31619454,31631853,1,"BPI fold containing family B, member 6 [Source:HGNC Symbol;Acc:16504]",0,N,Y,N
ENSG00000167178,Tier 3B,ISLR2,15,74392652,74430881,1,immunoglobulin superfamily containing leucine-rich repeat 2 [Source:HGNC Symbol;Acc:29286],0,Y,N,N
ENSG00000167236,Tier 3B,CCL23,17,34340096,34345005,-1,chemokine (C-C motif) ligand 23 [Source:HGNC Symbol;Acc:10622],0,N,Y,N
ENSG00000167258,Tier 3B,CDK12,17,37617764,37721160,1,cyclin-dependent kinase 12 [Source:HGNC Symbol;Acc:24224],3,Y,N,N
ENSG00000167286,Tier 3B,CD3D,11,118209669,118213459,-1,"CD3d molecule, delta (CD3-TCR complex) [Source:HGNC Symbol;Acc:1673]",0,N,Y,N
ENSG00000167332,Tier 3B,OR51E2,11,4701401,4719084,-1,"olfactory receptor, family 51, subfamily E, member 2 [Source:HGNC Symbol;Acc:15195]",0,Y,N,N
ENSG00000167419,Tier 3B,LPO,17,56295909,56345879,1,lactoperoxidase [Source:HGNC Symbol;Acc:6678],1,N,Y,N
ENSG00000167487,Tier 3B,KLHL26,19,18747775,18781309,1,kelch-like family member 26 [Source:HGNC Symbol;Acc:25623],1,Y,N,N
ENSG00000167531,Tier 3B,LALBA,12,48961467,48963849,-1,"lactalbumin, alpha- [Source:HGNC Symbol;Acc:6480]",0,N,Y,N
ENSG00000167552,Tier 3B,TUBA1A,12,49578579,49583107,-1,"tubulin, alpha 1a [Source:HGNC Symbol;Acc:20766]",0,Y,N,N
ENSG00000167553,Tier 3B,TUBA1C,12,49582519,49667114,1,"tubulin, alpha 1c [Source:HGNC Symbol;Acc:20768]",1,Y,N,N
ENSG00000167613,Tier 3B,LAIR1,19,54865362,54882165,-1,leukocyte-associated immunoglobulin-like receptor 1 [Source:HGNC Symbol;Acc:6477],0,N,Y,N
ENSG00000167618,Tier 3B,LAIR2,19,55009100,55021897,1,leukocyte-associated immunoglobulin-like receptor 2 [Source:HGNC Symbol;Acc:6478],0,N,Y,N
ENSG00000167656,Tier 3B,LY6D,8,143866296,143868008,-1,"lymphocyte antigen 6 complex, locus D [Source:HGNC Symbol;Acc:13348]",0,N,Y,N
ENSG00000167664,Tier 3B,TMIGD2,19,4292229,4302428,-1,transmembrane and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:28324],0,N,Y,N
ENSG00000167680,Tier 3B,SEMA6B,19,4542600,4559820,-1,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:HGNC Symbol;Acc:10739]",0,N,Y,N
ENSG00000167740,Tier 3B,CYB5D2,17,4046462,4090605,1,cytochrome b5 domain containing 2 [Source:HGNC Symbol;Acc:28471],0,N,Y,N
ENSG00000167741,Tier 3B,GGT6,17,4460222,4464113,-1,gamma-glutamyltransferase 6 [Source:HGNC Symbol;Acc:26891],0,N,Y,N
ENSG00000167757,Tier 3B,KLK11,19,51525472,51531295,-1,kallikrein-related peptidase 11 [Source:HGNC Symbol;Acc:6359],0,N,Y,N
ENSG00000167759,Tier 3B,KLK13,19,51559463,51568371,-1,kallikrein-related peptidase 13 [Source:HGNC Symbol;Acc:6361],0,N,Y,N
ENSG00000167775,Tier 3B,CD320,19,8367011,8373240,-1,CD320 molecule [Source:HGNC Symbol;Acc:16692],0,N,Y,N
ENSG00000167850,Tier 3B,CD300C,17,72537247,72542282,-1,CD300c molecule [Source:HGNC Symbol;Acc:19320],0,N,Y,N
ENSG00000167851,Tier 3B,CD300A,17,72462555,72480933,1,CD300a molecule [Source:HGNC Symbol;Acc:19319],0,N,Y,N
ENSG00000167972,Tier 3B,ABCA3,16,2325882,2390747,-1,"ATP-binding cassette, sub-family A (ABC1), member 3 [Source:HGNC Symbol;Acc:33]",0,Y,N,N
ENSG00000168003,Tier 3B,SLC3A2,11,62623518,62656352,1,"solute carrier family 3 (amino acid transporter heavy chain), member 2 [Source:HGNC Symbol;Acc:11026]",0,N,Y,N
ENSG00000168038,Tier 3B,ULK4,3,41288090,42003922,-1,unc-51 like kinase 4 [Source:HGNC Symbol;Acc:15784],5,Y,N,N
ENSG00000168081,Tier 3B,PNOC,8,28174503,28200872,1,prepronociceptin [Source:HGNC Symbol;Acc:9163],0,N,Y,N
ENSG00000168135,Tier 3B,KCNJ4,22,38822332,38851205,-1,"potassium inwardly-rectifying channel, subfamily J, member 4 [Source:HGNC Symbol;Acc:6265]",0,Y,Y,N
ENSG00000168140,Tier 3B,VASN,16,4421849,4433529,1,vasorin [Source:HGNC Symbol;Acc:18517],0,N,Y,N
ENSG00000168263,Tier 3B,KCNV2,9,2717502,2730037,1,"potassium channel, subfamily V, member 2 [Source:HGNC Symbol;Acc:19698]",0,Y,N,N
ENSG00000168404,Tier 3B,MLKL,16,74705753,74734858,-1,mixed lineage kinase domain-like [Source:HGNC Symbol;Acc:26617],1,Y,N,N
ENSG00000168418,Tier 3B,KCNG4,16,84255823,84273356,-1,"potassium voltage-gated channel, subfamily G, member 4 [Source:HGNC Symbol;Acc:19697]",0,Y,N,N
ENSG00000168427,Tier 3B,KLHL30,2,239047363,239061588,1,kelch-like family member 30 [Source:HGNC Symbol;Acc:24770],0,Y,N,N
ENSG00000168515,Tier 3B,SCGB1D1,11,61957688,61961011,1,"secretoglobin, family 1D, member 1 [Source:HGNC Symbol;Acc:18395]",0,N,Y,N
ENSG00000168542,Tier 3B,COL3A1,2,189839046,189877472,1,"collagen, type III, alpha 1 [Source:HGNC Symbol;Acc:2201]",0,N,Y,N
ENSG00000168621,Tier 3B,GDNF,5,37812779,37839788,-1,glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:4232],0,N,Y,N
ENSG00000168827,Tier 3B,GFM1,3,158362067,158410364,1,"G elongation factor, mitochondrial 1 [Source:HGNC Symbol;Acc:13780]",0,N,Y,N
ENSG00000168828,Tier 3B,OR13J1,9,35869375,35870461,-1,"olfactory receptor, family 13, subfamily J, member 1 [Source:HGNC Symbol;Acc:15108]",0,Y,N,N
ENSG00000168878,Tier 3B,SFTPB,2,85884437,85895864,-1,surfactant protein B [Source:HGNC Symbol;Acc:10801],0,N,Y,N
ENSG00000168913,Tier 3B,ENHO,9,34521038,34523039,-1,energy homeostasis associated [Source:HGNC Symbol;Acc:24838],0,N,Y,N
ENSG00000168961,Tier 3B,LGALS9,17,25956824,25976586,1,"lectin, galactoside-binding, soluble, 9 [Source:HGNC Symbol;Acc:6570]",0,N,Y,N
ENSG00000168970,Tier 3B,JMJD7-PLA2G4B,15,42120293,42140353,1,JMJD7-PLA2G4B readthrough [Source:HGNC Symbol;Acc:34449],0,N,Y,N
ENSG00000168995,Tier 3B,SIGLEC7,19,51645556,51656783,1,sialic acid binding Ig-like lectin 7 [Source:HGNC Symbol;Acc:10876],0,N,Y,N
ENSG00000169035,Tier 3B,KLK7,19,51479729,51487355,-1,kallikrein-related peptidase 7 [Source:HGNC Symbol;Acc:6368],0,N,Y,N
ENSG00000169071,Tier 3B,ROR2,9,94325373,94712444,-1,receptor tyrosine kinase-like orphan receptor 2 [Source:HGNC Symbol;Acc:10257],0,Y,N,N
ENSG00000169116,Tier 3B,PARM1,4,75858305,75975325,1,prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:24536],0,N,Y,N
ENSG00000169218,Tier 3B,RSPO1,1,38076951,38100595,-1,R-spondin 1 [Source:HGNC Symbol;Acc:21679],1,N,Y,N
ENSG00000169248,Tier 3B,CXCL11,4,76954835,76962568,-1,chemokine (C-X-C motif) ligand 11 [Source:HGNC Symbol;Acc:10638],0,N,Y,N
ENSG00000169297,Tier 3B,NR0B1,X,30322323,30327715,-1,"nuclear receptor subfamily 0, group B, member 1 [Source:HGNC Symbol;Acc:7960]",0,Y,N,N
ENSG00000169306,Tier 3B,IL1RAPL1,X,28605516,29974840,1,interleukin 1 receptor accessory protein-like 1 [Source:HGNC Symbol;Acc:5996],0,N,Y,N
ENSG00000169385,Tier 3B,RNASE2,14,21423611,21424595,1,"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin) [Source:HGNC Symbol;Acc:10045]",0,N,Y,N
ENSG00000169397,Tier 3B,RNASE3,14,21359558,21360507,1,"ribonuclease, RNase A family, 3 [Source:HGNC Symbol;Acc:10046]",0,N,Y,N
ENSG00000169436,Tier 3B,COL22A1,8,139600478,139926249,-1,"collagen, type XXII, alpha 1 [Source:HGNC Symbol;Acc:22989]",0,N,Y,N
ENSG00000169439,Tier 3B,SDC2,8,97505579,97624000,1,syndecan 2 [Source:HGNC Symbol;Acc:10659],0,N,Y,N
ENSG00000169488,Tier 3B,OR4K15,14,20443603,20444818,1,"olfactory receptor, family 4, subfamily K, member 15 [Source:HGNC Symbol;Acc:15353]",0,Y,N,N
ENSG00000169495,Tier 3B,HTRA4,8,38831683,38846181,1,HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:26909],0,N,Y,N
ENSG00000169508,Tier 3B,GPR183,13,99946784,99959659,-1,G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:3128],1,Y,Y,N
ENSG00000169562,Tier 3B,GJB1,X,70435044,70445366,1,"gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:4283]",0,N,Y,N
ENSG00000169575,Tier 3B,VPREB1,22,22599087,22599927,1,pre-B lymphocyte 1 [Source:HGNC Symbol;Acc:12709],0,N,Y,N
ENSG00000169679,Tier 3B,BUB1,2,111395275,111435691,-1,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:1148],0,Y,N,N
ENSG00000169704,Tier 3B,GP9,3,128779610,128781249,1,glycoprotein IX (platelet) [Source:HGNC Symbol;Acc:4444],0,N,Y,N
ENSG00000169760,Tier 3B,NLGN1,3,173114074,174004434,1,neuroligin 1 [Source:HGNC Symbol;Acc:14291],0,Y,N,N
ENSG00000169876,Tier 3B,MUC17,7,100663353,100702020,1,"mucin 17, cell surface associated [Source:HGNC Symbol;Acc:16800]",0,N,Y,N
ENSG00000169884,Tier 3B,WNT10B,12,49359123,49365546,-1,"wingless-type MMTV integration site family, member 10B [Source:HGNC Symbol;Acc:12775]",0,N,Y,N
ENSG00000169908,Tier 3B,TM4SF1,3,149086809,149095652,-1,transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:11853],0,N,Y,N
ENSG00000169919,Tier 3B,GUSB,7,65425671,65447301,-1,"glucuronidase, beta [Source:HGNC Symbol;Acc:4696]",3,N,Y,N
ENSG00000169962,Tier 3B,TAS1R3,1,1266694,1270686,1,"taste receptor, type 1, member 3 [Source:HGNC Symbol;Acc:15661]",1,Y,N,N
ENSG00000169992,Tier 3B,NLGN2,17,7308193,7323179,1,neuroligin 2 [Source:HGNC Symbol;Acc:14290],0,Y,N,N
ENSG00000170017,Tier 3B,ALCAM,3,105085753,105295744,1,activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:400],0,N,Y,N
ENSG00000170075,Tier 3B,GPR37L1,1,202091986,202102720,1,G protein-coupled receptor 37 like 1 [Source:HGNC Symbol;Acc:14923],0,Y,N,N
ENSG00000170128,Tier 3B,GPR25,1,200842083,200843306,1,G protein-coupled receptor 25 [Source:HGNC Symbol;Acc:4480],1,Y,Y,N
ENSG00000170180,Tier 3B,GYPA,4,145030457,145061904,-1,glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:4702],0,N,Y,N
ENSG00000170275,Tier 3B,CRTAP,3,33155471,33189265,1,cartilage associated protein [Source:HGNC Symbol;Acc:2379],0,N,Y,N
ENSG00000170289,Tier 3B,CNGB3,8,87566205,87755903,-1,cyclic nucleotide gated channel beta 3 [Source:HGNC Symbol;Acc:2153],0,Y,N,N
ENSG00000170373,Tier 3B,CST1,20,23728190,23731905,-1,cystatin SN [Source:HGNC Symbol;Acc:2473],0,N,Y,N
ENSG00000170381,Tier 3B,SEMA3E,7,82993222,83278326,-1,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:HGNC Symbol;Acc:10727]",0,N,Y,N
ENSG00000170542,Tier 3B,SERPINB9,6,2887500,2903514,-1,"serpin peptidase inhibitor, clade B (ovalbumin), member 9 [Source:HGNC Symbol;Acc:8955]",1,N,Y,N
ENSG00000170745,Tier 3B,KCNS3,2,18059114,18542882,1,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3 [Source:HGNC Symbol;Acc:6302]",0,Y,N,N
ENSG00000170775,Tier 3B,GPR37,7,124386051,124405681,-1,G protein-coupled receptor 37 (endothelin receptor type B-like) [Source:HGNC Symbol;Acc:4494],1,Y,N,N
ENSG00000170801,Tier 3B,HTRA3,4,8271492,8308838,1,HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:30406],0,N,Y,N
ENSG00000170837,Tier 3B,GPR27,3,71803201,71805647,1,G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:4482],0,Y,N,N
ENSG00000170852,Tier 3B,KBTBD2,7,32907784,32933743,-1,kelch repeat and BTB (POZ) domain containing 2 [Source:HGNC Symbol;Acc:21751],0,Y,N,N
ENSG00000170891,Tier 3B,CYTL1,4,5016313,5021199,-1,cytokine-like 1 [Source:HGNC Symbol;Acc:24435],0,N,Y,N
ENSG00000170893,Tier 3B,TRH,3,129693148,129696781,1,thyrotropin-releasing hormone [Source:HGNC Symbol;Acc:12298],0,N,Y,N
ENSG00000170923,Tier 3B,OR7G2,19,9212945,9213982,-1,"olfactory receptor, family 7, subfamily G, member 2 [Source:HGNC Symbol;Acc:8466]",0,Y,N,N
ENSG00000170929,Tier 3B,OR1M1,19,9203855,9204889,1,"olfactory receptor, family 1, subfamily M, member 1 [Source:HGNC Symbol;Acc:8220]",0,Y,N,N
ENSG00000170953,Tier 3B,OR8B12,11,124412578,124413575,-1,"olfactory receptor, family 8, subfamily B, member 12 [Source:HGNC Symbol;Acc:15307]",0,Y,N,N
ENSG00000170965,Tier 3B,PLAC1,X,133699868,133898352,-1,placenta-specific 1 [Source:HGNC Symbol;Acc:9044],0,N,Y,N
ENSG00000171126,Tier 3B,KCNG3,2,42669157,42721237,-1,"potassium voltage-gated channel, subfamily G, member 3 [Source:HGNC Symbol;Acc:18306]",1,Y,N,N
ENSG00000171199,Tier 3B,PROL1,4,71263599,71275911,1,"proline rich, lacrimal 1 [Source:HGNC Symbol;Acc:17279]",0,N,Y,N
ENSG00000171201,Tier 3B,SMR3B,4,71235810,71255961,1,submaxillary gland androgen regulated protein 3B [Source:HGNC Symbol;Acc:17326],0,N,Y,N
ENSG00000171208,Tier 3B,NETO2,16,47111614,47177908,-1,neuropilin (NRP) and tolloid (TLL)-like 2 [Source:HGNC Symbol;Acc:14644],0,N,Y,N
ENSG00000171209,Tier 3B,CSN3,4,71108305,71117145,1,casein kappa [Source:HGNC Symbol;Acc:2446],0,N,Y,N
ENSG00000171236,Tier 3B,LRG1,19,4536421,4540486,-1,leucine-rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:29480],0,Y,Y,N
ENSG00000171365,Tier 3B,CLCN5,X,49687225,49863892,1,"chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:2023]",0,Y,N,N
ENSG00000171385,Tier 3B,KCND3,1,112313284,112531777,-1,"potassium voltage-gated channel, Shal-related subfamily, member 3 [Source:HGNC Symbol;Acc:6239]",3,Y,N,N
ENSG00000171388,Tier 3B,APLN,X,128779240,128788933,-1,apelin [Source:HGNC Symbol;Acc:16665],0,N,Y,N
ENSG00000171478,Tier 3B,SPACA5B,X,47990039,47991995,1,sperm acrosome associated 5B [Source:HGNC Symbol;Acc:19142],0,N,Y,N
ENSG00000171489,Tier 3B,SPACA5,X,47863734,47869126,1,sperm acrosome associated 5 [Source:HGNC Symbol;Acc:31353],0,N,Y,N
ENSG00000171496,Tier 3B,OR1L8,9,125329778,125330838,-1,"olfactory receptor, family 1, subfamily L, member 8 [Source:HGNC Symbol;Acc:15110]",0,Y,N,N
ENSG00000171596,Tier 3B,NMUR1,2,232387871,232395206,-1,neuromedin U receptor 1 [Source:HGNC Symbol;Acc:4518],1,Y,Y,N
ENSG00000171603,Tier 3B,CLSTN1,1,9789084,9884584,-1,calsyntenin 1 [Source:HGNC Symbol;Acc:17447],0,N,Y,N
ENSG00000171617,Tier 3B,ENC1,5,73923234,73937249,-1,ectodermal-neural cortex 1 (with BTB domain) [Source:HGNC Symbol;Acc:3345],0,Y,N,N
ENSG00000171657,Tier 3B,GPR82,X,41583408,41589388,1,G protein-coupled receptor 82 [Source:HGNC Symbol;Acc:4533],0,Y,Y,N
ENSG00000171659,Tier 3B,GPR34,X,41548226,41556526,1,G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:4490],0,Y,Y,N
ENSG00000171711,Tier 3B,DEFB4A,8,7752151,7754233,1,"defensin, beta 4A [Source:HGNC Symbol;Acc:2767]",0,N,Y,N
ENSG00000171819,Tier 3B,ANGPTL7,1,11249398,11256038,1,angiopoietin-like 7 [Source:HGNC Symbol;Acc:24078],2,N,Y,N
ENSG00000171855,Tier 3B,IFNB1,9,21077104,21077943,-1,"interferon, beta 1, fibroblast [Source:HGNC Symbol;Acc:5434]",0,N,Y,N
ENSG00000171885,Tier 3B,AQP4,18,24432002,24445782,-1,aquaporin 4 [Source:HGNC Symbol;Acc:637],0,N,Y,N
ENSG00000171954,Tier 3B,CYP4F22,19,15619304,15663128,1,"cytochrome P450, family 4, subfamily F, polypeptide 22 [Source:HGNC Symbol;Acc:26820]",0,Y,N,N
ENSG00000172016,Tier 3B,REG3A,2,79384132,79386879,-1,regenerating islet-derived 3 alpha [Source:HGNC Symbol;Acc:8601],0,N,Y,N
ENSG00000172023,Tier 3B,REG1B,2,79312156,79315145,-1,regenerating islet-derived 1 beta [Source:HGNC Symbol;Acc:9952],0,N,Y,N
ENSG00000172146,Tier 3B,OR1A1,17,3118915,3119844,1,"olfactory receptor, family 1, subfamily A, member 1 [Source:HGNC Symbol;Acc:8179]",0,Y,N,N
ENSG00000172209,Tier 3B,GPR22,7,107110463,107116098,1,G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:4477],1,Y,N,N
ENSG00000172215,Tier 3B,CXCR6,3,45982425,45989845,1,chemokine (C-X-C motif) receptor 6 [Source:HGNC Symbol;Acc:16647],0,Y,Y,N
ENSG00000172232,Tier 3B,AZU1,19,825097,832017,1,azurocidin 1 [Source:HGNC Symbol;Acc:913],0,N,Y,N
ENSG00000172382,Tier 3B,PRSS27,16,2762419,2770552,-1,"protease, serine 27 [Source:HGNC Symbol;Acc:15475]",0,N,Y,N
ENSG00000172410,Tier 3B,INSL5,1,67263424,67266939,-1,insulin-like 5 [Source:HGNC Symbol;Acc:6088],0,N,Y,N
ENSG00000172551,Tier 3B,MUCL1,12,55224303,55252177,1,mucin-like 1 [Source:HGNC Symbol;Acc:30588],0,N,Y,N
ENSG00000172578,Tier 3B,KLHL6,3,183205319,183273477,-1,kelch-like family member 6 [Source:HGNC Symbol;Acc:18653],0,Y,N,N
ENSG00000172594,Tier 3B,SMPDL3A,6,123110315,123130865,1,"sphingomyelin phosphodiesterase, acid-like 3A [Source:HGNC Symbol;Acc:17389]",0,N,Y,N
ENSG00000172680,Tier 3B,MOS,8,57025501,57026541,-1,v-mos Moloney murine sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:7199],0,Y,N,N
ENSG00000172742,Tier 3B,OR4D9,11,59282386,59283330,1,"olfactory receptor, family 4, subfamily D, member 9 [Source:HGNC Symbol;Acc:15178]",0,Y,N,N
ENSG00000172752,Tier 3B,COL6A5,3,130064359,130203688,1,"collagen, type VI, alpha 5 [Source:HGNC Symbol;Acc:26674]",1,N,Y,N
ENSG00000172824,Tier 3B,CES4A,16,67022492,67043661,1,carboxylesterase 4A [Source:HGNC Symbol;Acc:26741],0,Y,N,N
ENSG00000172828,Tier 3B,CES3,16,66995140,67009051,1,carboxylesterase 3 [Source:HGNC Symbol;Acc:1865],0,Y,N,N
ENSG00000172935,Tier 3B,MRGPRF,11,68771863,68780877,-1,"MAS-related GPR, member F [Source:HGNC Symbol;Acc:24828]",0,Y,N,N
ENSG00000172938,Tier 3B,MRGPRD,11,68747490,68748455,-1,"MAS-related GPR, member D [Source:HGNC Symbol;Acc:29626]",0,Y,Y,N
ENSG00000173080,Tier 3B,RXFP4,1,155911480,155912625,1,relaxin/insulin-like family peptide receptor 4 [Source:HGNC Symbol;Acc:14666],3,Y,Y,N
ENSG00000173114,Tier 3B,LRRN3,7,110731062,110765510,1,leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:17200],1,Y,N,N
ENSG00000173250,Tier 3B,GPR151,5,145892666,145895753,-1,G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:23624],0,Y,N,N
ENSG00000173269,Tier 3B,MMRN2,10,88695297,88729238,-1,multimerin 2 [Source:HGNC Symbol;Acc:19888],0,N,Y,N
ENSG00000173302,Tier 3B,GPR148,2,131486643,131487909,1,G protein-coupled receptor 148 [Source:HGNC Symbol;Acc:23623],0,Y,N,N
ENSG00000173338,Tier 3B,KCNK7,11,65360326,65363467,-1,"potassium channel, subfamily K, member 7 [Source:HGNC Symbol;Acc:6282]",0,Y,N,N
ENSG00000173369,Tier 3B,C1QB,1,22979255,22988031,1,"complement component 1, q subcomponent, B chain [Source:HGNC Symbol;Acc:1242]",0,N,Y,N
ENSG00000173372,Tier 3B,C1QA,1,22962999,22966101,1,"complement component 1, q subcomponent, A chain [Source:HGNC Symbol;Acc:1241]",0,N,Y,N
ENSG00000173376,Tier 3B,NDNF,4,121956768,121994176,-1,neuron-derived neurotrophic factor [Source:HGNC Symbol;Acc:26256],0,N,Y,N
ENSG00000173391,Tier 3B,OLR1,12,10310902,10324737,-1,oxidized low density lipoprotein (lectin-like) receptor 1 [Source:HGNC Symbol;Acc:8133],0,N,Y,N
ENSG00000173401,Tier 3B,GLIPR1L1,12,75728419,75764340,1,GLI pathogenesis-related 1 like 1 [Source:HGNC Symbol;Acc:28392],0,N,Y,N
ENSG00000173402,Tier 3B,DAG1,3,49506146,49573048,1,dystroglycan 1 (dystrophin-associated glycoprotein 1) [Source:HGNC Symbol;Acc:2666],11,N,Y,N
ENSG00000173431,Tier 3B,RNASE8,14,21525981,21526614,1,"ribonuclease, RNase A family, 8 [Source:HGNC Symbol;Acc:19277]",0,N,Y,N
ENSG00000173467,Tier 3B,AGR3,7,16899029,16921611,-1,anterior gradient 3 [Source:HGNC Symbol;Acc:24167],0,N,Y,N
ENSG00000173517,Tier 3B,PEAK1,15,77400471,77712486,-1,pseudopodium-enriched atypical kinase 1 [Source:HGNC Symbol;Acc:29431],3,Y,N,N
ENSG00000173530,Tier 3B,TNFRSF10D,8,22993101,23021543,-1,"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain [Source:HGNC Symbol;Acc:11907]",0,N,Y,N
ENSG00000173535,Tier 3B,TNFRSF10C,8,22941868,22974950,1,"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain [Source:HGNC Symbol;Acc:11906]",0,N,Y,N
ENSG00000173546,Tier 3B,CSPG4,15,75966663,76005189,-1,chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:2466],0,N,Y,N
ENSG00000173578,Tier 3B,XCR1,3,46058516,46069234,-1,chemokine (C motif) receptor 1 [Source:HGNC Symbol;Acc:1625],1,Y,Y,N
ENSG00000173612,Tier 3B,GPRC6A,6,117113248,117150200,-1,"G protein-coupled receptor, family C, group 6, member A [Source:HGNC Symbol;Acc:18510]",1,Y,N,N
ENSG00000173662,Tier 3B,TAS1R1,1,6615241,6639817,1,"taste receptor, type 1, member 1 [Source:HGNC Symbol;Acc:14448]",0,Y,N,N
ENSG00000173702,Tier 3B,MUC13,3,124624289,124672663,-1,"mucin 13, cell surface associated [Source:HGNC Symbol;Acc:7511]",0,N,Y,N
