protein_ref,symbol,annotation,number_of_ubiquitination_sites,4x_Btz_rep1-4 Sp. Counts,Btz_Epox Sp. Counts,Usp2cc Sp. Counts,Btz_timepoints Sp. Counts,Btz_CHX Sp. Counts,SILAC_Chase_GG Sp. Counts,MLN_timepoints Sp. Counts,Btz_MLN_1st Sp. Counts,Btz_MLN_2nd Sp. Counts,CST_GG_PullDowns Sp. Counts
IPI:IPI00926266.1,STARD7,18 kDa protein,1,1,3,0,0,1,1,0,1,0,0
IPI:IPI00926267.1,MST1R,149 kDa protein,1,32,30,1,11,21,0,1,20,9,0
IPI:IPI00926269.1,DDX56,42 kDa protein,2,5,2,0,0,2,0,0,2,0,0
IPI:IPI00926276.1,NAPEPLD,"cDNA FLJ59821, highly similar to Homo sapiens N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D (NAPE-PLD), mRNA",1,11,3,0,1,3,3,5,3,0,0
IPI:IPI00926279.1,DLG1,"cDNA FLJ58166, highly similar to Disks large homolog 1",1,1,1,0,0,3,4,8,3,0,0
IPI:IPI00926288.1,RPL35A,7 kDa protein,1,13,12,3,8,11,11,1,6,11,10
IPI:IPI00926307.1,CLSPN,150 kDa protein,2,0,0,0,0,0,4,0,0,0,0
IPI:IPI00926308.1,ATP13A1,"cDNA FLJ43873 fis, clone TESTI4008429, highly similar to Probable cation-transporting ATPase 2",2,29,16,3,16,9,0,0,18,9,0
IPI:IPI00926316.1,ZYX,"Zyxin, isoform CRA_a",1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00926319.1,DLD,"cDNA FLJ56112, highly similar to Dihydrolipoyl dehydrogenase, mitochondrial",3,9,11,2,0,10,3,0,8,0,0
IPI:IPI00926320.1,CAPN7,14 kDa protein,2,32,18,1,5,10,2,0,16,7,0
IPI:IPI00926322.1,HECW1,"cDNA FLJ58788, highly similar to Homo sapiens HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 (HECW1), mRNA",3,45,31,0,33,41,19,85,25,0,0
IPI:IPI00926328.1,RALGPS2,Protein,1,2,3,0,0,2,0,0,2,0,0
IPI:IPI00926332.1,DBNL,7 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00926336.1,ITPRIPL1,Protein,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00926354.1,C3orf75,8 kDa protein,1,2,0,0,0,2,0,0,2,0,0
IPI:IPI00926359.1,-,"cDNA FLJ44469 fis, clone UTERU2026090, highly similar to Cartilage-associated protein",3,6,10,0,0,5,4,0,9,0,0
IPI:IPI00926383.1,NRCAM,13 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00926399.1,MON1A,MON1 homolog A isoform a,1,3,6,1,0,4,4,0,3,2,0
IPI:IPI00926400.1,RGPD4,Protein,3,3,5,0,0,2,0,0,4,2,0
IPI:IPI00926408.1,-,26 kDa protein,5,1,0,0,0,0,0,0,0,0,20
IPI:IPI00926410.1,PSMD2,"cDNA FLJ55045, highly similar to 26S proteasome non-ATPase regulatory subunit 2",12,172,153,21,84,143,52,175,139,62,30
IPI:IPI00926411.1,EIF4G1,"eukaryotic translation initiation factor 4 gamma, 1 isoform 2",4,1,0,0,2,1,3,0,0,0,0
IPI:IPI00926412.1,TRRAP,Transformation/transcription domain-associated protein variant,11,45,41,5,8,51,10,0,32,18,0
IPI:IPI00926413.1,ECT2,12 kDa protein,1,0,0,0,0,0,0,0,1,0,0
IPI:IPI00926421.1,PODXL,Isoform 2 of Podocalyxin-like protein 1,2,8,7,2,1,23,3,64,18,0,0
IPI:IPI00926422.1,SLC12A9,26 kDa protein,1,19,20,1,23,11,17,4,15,24,1
IPI:IPI00926423.1,FADS1,cDNA FLJ77768,4,7,16,10,9,14,0,0,17,10,6
IPI:IPI00926426.1,ATIC,Protein,4,8,8,0,0,4,3,0,5,0,0
IPI:IPI00926427.1,TPM2,tropomyosin 2 (beta) isoform 3,5,10,8,0,1,5,9,2,2,2,0
IPI:IPI00926428.1,TMEM169,11 kDa protein,2,2,0,0,0,0,0,0,0,0,0
IPI:IPI00926434.1,AP4M1,34 kDa protein,2,12,21,2,0,14,5,0,15,5,0
IPI:IPI00926441.1,WDR81,"cDNA FLJ51331, highly similar to WD repeat protein 81",1,3,2,0,0,3,5,0,3,4,0
IPI:IPI00926448.1,SLC6A6,13 kDa protein,4,150,139,8,121,152,51,299,163,16,0
IPI:IPI00926449.1,RGPD1,Protein,1,6,3,1,1,5,1,0,3,0,0
IPI:IPI00926450.1,ITPRIPL1,21 kDa protein,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00926461.1,ATR,Isoform 3 of Serine/threonine-protein kinase ATR,7,24,35,4,13,22,4,0,13,5,0
IPI:IPI00926465.2,SCN5A,Nav1.5,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00926477.1,ALG3,12 kDa protein,1,0,0,0,0,0,0,0,0,0,4
IPI:IPI00926480.1,ASNS,46 kDa protein,8,98,80,9,64,70,18,0,39,59,4
IPI:IPI00926495.1,RPL35A,6 kDa protein,1,13,12,3,8,11,11,1,6,11,10
IPI:IPI00926510.1,ARMC10,21 kDa protein,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00926528.1,-,138 kDa protein,24,112,122,27,41,128,5,121,142,29,0
IPI:IPI00926529.1,SUMF2,40 kDa protein,2,18,19,0,4,8,0,0,9,0,0
IPI:IPI00926534.1,ZYX,Protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00926537.1,C3orf75,17 kDa protein,3,14,9,1,4,5,2,0,7,3,0
IPI:IPI00926539.1,SLC4A7,118 kDa protein,13,23,12,2,5,31,3,100,35,0,0
IPI:IPI00926548.1,RCC1,30 kDa protein,2,0,0,0,0,5,0,0,0,0,0
IPI:IPI00926557.1,ST6GAL1,20 kDa protein,2,0,1,0,0,0,0,0,0,0,3
IPI:IPI00926565.1,FADS1,16 kDa protein,1,7,16,10,9,14,0,0,17,10,1
IPI:IPI00926581.1,MYH14,"myosin, heavy chain 14 isoform 3",3,0,0,0,0,0,6,0,0,0,2
IPI:IPI00926592.1,BLMH,32 kDa protein,4,18,13,0,0,19,4,0,17,0,0
IPI:IPI00926597.1,WBSCR16,17 kDa protein,1,3,0,0,0,0,0,0,0,0,0
IPI:IPI00926600.1,ECT2,12 kDa protein,1,0,0,0,0,0,0,0,1,0,0
IPI:IPI00926611.1,IMMT,79 kDa protein,4,4,0,3,0,2,3,0,2,0,6
IPI:IPI00926614.1,MTMR14,31 kDa protein,1,1,0,0,0,0,1,0,0,0,0
IPI:IPI00926620.1,CYP51A1,Protein,4,11,0,0,5,0,0,0,0,0,4
IPI:IPI00926625.1,ZYX,Zyxin,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00926641.1,C3orf75,22 kDa protein,4,14,9,1,4,6,2,0,7,3,0
IPI:IPI00926643.1,SLC12A9,17 kDa protein,1,19,20,1,23,11,17,4,15,24,1
IPI:IPI00926644.1,DNAJB6,17 kDa protein,2,8,4,0,4,1,3,7,5,0,0
IPI:IPI00926645.1,ZKSCAN1,"cDNA FLJ34152 fis, clone FCBBF3012901, highly similar to Zinc finger with KRAB and SCAN domain-containing protein 1",1,0,0,0,0,5,2,0,0,0,0
IPI:IPI00926648.1,APEH,82 kDa protein,6,70,43,5,26,23,6,0,41,15,0
IPI:IPI00926659.1,ASL,27 kDa protein,4,11,5,0,0,3,1,0,3,0,0
IPI:IPI00926667.1,STYXL1,30 kDa protein,3,3,2,0,0,2,0,0,2,10,0
IPI:IPI00926672.1,GRAMD1A,"cDNA FLJ39896 fis, clone SPLEN2016972",2,2,5,0,0,2,0,0,2,0,0
IPI:IPI00926684.1,ALG3,46 kDa protein,1,0,1,0,0,0,0,0,0,0,0
IPI:IPI00926685.1,-,"cDNA FLJ53341, highly similar to Tubulin beta-4 chain",6,0,0,6,0,8,0,66,14,0,142
IPI:IPI00926695.1,PAK2;LOC646214,Protein,2,0,0,0,0,0,0,0,0,0,11
IPI:IPI00926706.1,ARPC1A,Putative uncharacterized protein ARPC1A,4,34,15,0,7,16,3,0,10,0,0
IPI:IPI00926713.1,RNF216,37 kDa protein,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00926727.1,CAND2,121 kDa protein,1,6,7,0,0,3,5,0,3,0,0
IPI:IPI00926728.1,WDR6,Putative uncharacterized protein DKFZp434F1720,4,17,14,5,0,7,0,8,13,2,0
IPI:IPI00926735.1,POLD2,28 kDa protein,1,6,0,0,1,0,0,0,0,2,0
IPI:IPI00926743.1,HIP1,"cDNA FLJ56852, highly similar to Huntingtin-interacting protein 1",1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00926757.1,-,17 kDa protein,1,0,0,0,1,7,0,6,0,0,0
IPI:IPI00926760.1,ASNS,14 kDa protein,1,8,2,4,1,1,0,0,1,1,0
IPI:IPI00926769.1,ZC3H15,8 kDa protein,1,2,0,0,0,0,0,0,0,0,0
IPI:IPI00926774.1,NAPEPLD,14 kDa protein,1,11,3,0,1,3,3,5,3,0,0
IPI:IPI00926786.1,-,15 kDa protein,1,3,4,1,1,3,0,0,3,0,0
IPI:IPI00926788.1,PYCRL,Pyrroline-5-carboxylate reductase,1,0,0,0,0,2,0,0,0,0,0
IPI:IPI00926812.1,COQ4,"Isoform 2 of Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial",1,3,3,0,0,2,0,0,2,0,0
IPI:IPI00926815.1,RPL37A,8 kDa protein,1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00926820.1,SLC4A7,Solute carrier family 4 sodium bicarbonate cotransporter member 7,21,152,112,7,161,173,36,485,237,67,0
IPI:IPI00926821.1,NBEAL2,224 kDa protein,2,5,0,0,0,0,0,0,0,4,0
IPI:IPI00926830.1,HLA-A,MHC class I antigen (Fragment),6,96,76,18,48,62,18,0,65,32,62
IPI:IPI00926839.1,CYP51A1,Isoform 2 of Lanosterol 14-alpha demethylase,13,173,88,25,134,133,36,122,113,79,31
IPI:IPI00926844.1,AP4M1,Protein,1,11,21,2,0,14,5,0,15,5,0
IPI:IPI00926849.1,SUMF2,19 kDa protein,1,6,13,0,1,5,0,0,6,0,0
IPI:IPI00926851.1,TMED7,"cDNA FLJ90737 fis, clone PLACE1010827, moderately similar to Membrane protein p24B",3,38,26,3,25,18,6,0,16,3,0
IPI:IPI00926856.1,BCAP29,27 kDa protein,4,8,5,0,0,10,11,1,3,4,0
IPI:IPI00926864.1,APEH,26 kDa protein,4,44,31,4,10,17,4,0,33,9,0
IPI:IPI00926867.1,DNAJB6,25 kDa protein,3,9,4,0,4,1,3,7,5,0,0
IPI:IPI00926872.1,NFE2L2,32 kDa protein,2,20,25,1,3,13,3,0,11,0,0
IPI:IPI00926875.1,10-Sep,55 kDa protein,10,102,66,5,23,45,9,0,73,7,0
IPI:IPI00926882.1,LANCL1,6 kDa protein,1,7,4,0,1,5,2,2,8,0,0
IPI:IPI00926884.1,PDAP1,4 kDa protein,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00926886.1,UBXN7,37 kDa protein,1,0,0,0,0,0,0,0,0,0,3
IPI:IPI00926889.1,NGLY1,72 kDa protein,4,31,18,1,10,19,4,17,23,0,27
IPI:IPI00926893.1,UBE2E1,16 kDa protein,3,1,0,2,9,11,6,3,0,0,8
IPI:IPI00926896.1,SLC4A7,113 kDa protein,19,144,108,6,151,146,35,439,219,67,0
IPI:IPI00926903.1,CHCHD3,27 kDa protein,5,1,0,0,0,0,0,0,0,0,20
IPI:IPI00926908.1,FANCD2,84 kDa protein,3,13,4,0,27,5,3,0,4,1,0
IPI:IPI00926909.1,NCAPH,24 kDa protein,1,0,0,0,0,1,0,3,0,0,0
IPI:IPI00926913.1,CNOT10,Protein,2,6,9,0,0,9,0,0,7,0,0
IPI:IPI00926915.1,GTPBP10,27 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00926917.1,EIF4G1,82 kDa protein,3,1,0,0,2,0,3,0,0,0,0
IPI:IPI00926927.1,ASL,Protein,3,8,4,0,0,2,2,0,1,2,0
IPI:IPI00926931.1,IP6K2,16 kDa protein,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00926934.1,SLC4A7,Solute carrier family 4 sodium bicarbonate cotransporter member 7,21,152,112,7,161,173,36,485,237,67,0
IPI:IPI00926935.1,GNAI2,Galphai2 protein,7,60,39,8,31,31,5,4,24,5,14
IPI:IPI00926959.1,ASNS,19 kDa protein,1,8,2,4,1,1,0,0,1,1,0
IPI:IPI00926977.1,PSMC6,proteasome 26S ATPase subunit 6,9,18,10,6,6,13,19,8,11,4,62
IPI:IPI00926984.1,MAP4,Protein,2,0,0,0,0,0,3,0,0,0,0
IPI:IPI00926997.1,TRIM4,Protein,4,10,5,3,0,7,3,0,7,1,0
IPI:IPI00927011.1,CASP8,14 kDa protein,1,0,0,0,0,0,0,0,0,0,9
IPI:IPI00927016.1,MAP4K4,145 kDa protein,1,0,0,2,0,0,0,0,0,0,0
IPI:IPI00927025.1,KCNMB2,3 kDa protein,1,6,0,0,0,0,0,0,0,0,0
IPI:IPI00927030.1,PCYT1A,16 kDa protein,2,3,3,0,0,6,3,0,5,6,0
IPI:IPI00927034.1,SLC4A7,Solute carrier family 4 sodium bicarbonate cotransporter member 7,15,54,44,4,26,82,11,284,116,26,0
IPI:IPI00927044.1,POLR2H,20 kDa protein,1,8,8,0,0,6,4,0,4,3,0
IPI:IPI00927053.1,PSMC2,15 kDa protein,13,193,143,26,151,177,118,135,136,60,8
IPI:IPI00927054.1,10-Sep,52 kDa protein,10,102,66,5,23,45,9,0,73,7,0
IPI:IPI00927061.1,C3orf75,17 kDa protein,3,14,9,1,4,5,2,0,7,3,0
IPI:IPI00927069.1,EIF4A2,11 kDa protein,2,50,21,4,25,28,3,24,26,20,50
IPI:IPI00927085.1,BCAP29,16 kDa protein,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00927087.1,NUP35,"cDNA FLJ76599, highly similar to Homo sapiens nucleoporin 35kDa (NUP35), transcript variant 2, mRNA",1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00927100.1,NGLY1,N-glycanase 1 isoform 3,4,31,18,1,10,19,4,17,23,0,27
IPI:IPI00927101.1,RPSAP15;RPSA,30 kDa protein,2,12,1,0,0,1,0,0,8,0,6
IPI:IPI00927117.1,GOLGA4,CTCL tumor antigen se20-7,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00927120.1,UBXN7,Protein,1,0,0,0,2,0,0,0,0,0,0
IPI:IPI00927137.1,TBL1XR1,8 kDa protein,1,42,26,2,23,31,6,18,28,22,0
IPI:IPI00927150.1,CHCHD3,28 kDa protein,4,1,0,0,0,0,0,0,0,0,11
IPI:IPI00927151.1,CASP8,15 kDa protein,1,0,0,0,0,0,0,0,0,0,9
IPI:IPI00927156.1,ARPC2,19 kDa protein,1,0,0,0,0,5,0,0,0,0,0
IPI:IPI00927160.1,SLC12A4,"cDNA, FLJ79314, highly similar to Solute carrier family 12 member 4",6,25,20,6,28,6,1,10,26,28,0
IPI:IPI00927170.1,CCNYL1,17 kDa protein,1,1,1,0,0,0,0,0,0,0,0
IPI:IPI00927180.1,DLG1,65 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00927184.1,ALG3,"alpha-1,3-mannosyltransferase ALG3 isoform d",1,0,1,0,0,0,0,0,0,0,0
IPI:IPI00927185.1,METTL6,18 kDa protein,1,7,7,0,0,5,2,0,1,1,0
IPI:IPI00927188.1,SLC4A7,Solute carrier family 4 sodium bicarbonate cotransporter member 7 brain variant 2,10,12,10,3,12,56,3,138,42,0,0
IPI:IPI00927189.1,HNRNPA3,11 kDa protein,1,0,0,0,0,0,0,0,0,0,4
IPI:IPI00927190.1,RBM38,14 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00927191.1,GLB1,"galactosidase, beta 1 isoform b",1,1,0,1,0,0,0,0,0,0,0
IPI:IPI00927196.1,WDR6,"cDNA FLJ56107, highly similar to WD repeat protein 6",1,5,4,0,0,1,0,0,3,0,0
IPI:IPI00927202.1,SLC6A6,12 kDa protein,4,150,139,8,121,152,51,299,163,16,0
IPI:IPI00927204.1,-,28 kDa protein,1,0,0,0,0,2,0,0,4,0,0
IPI:IPI00927213.1,DONSON,55 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00927214.1,POLD2,17 kDa protein,2,23,24,6,4,16,3,0,21,5,0
IPI:IPI00927225.1,NDUFS1,"cDNA FLJ55879, highly similar to NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",3,5,2,0,0,5,1,0,1,0,0
IPI:IPI00927233.1,CTDSP1,29 kDa protein,1,1,0,0,1,0,4,0,0,0,0
IPI:IPI00927236.1,DLG1,20 kDa protein,1,1,1,0,0,3,4,8,3,0,0
IPI:IPI00927242.1,PCYT1A,23 kDa protein,2,3,3,0,0,6,3,0,5,6,0
IPI:IPI00927246.1,CAPN7,17 kDa protein,1,3,1,0,0,4,1,0,1,0,0
IPI:IPI00927247.1,ECT2,17 kDa protein,1,0,0,0,0,0,0,0,1,0,0
IPI:IPI00927255.1,LANCL1,"cDNA FLJ51489, highly similar to LanC-like protein 1",3,7,6,0,1,6,2,16,16,0,0
IPI:IPI00927267.1,FAM136A,18 kDa protein,1,0,0,0,0,0,0,0,0,0,6
IPI:IPI00927271.1,TRA2B,Protein,1,0,0,0,0,0,0,1,0,0,0
IPI:IPI00927272.1,SLCO1C1,"solute carrier organic anion transporter family, member 1C1 isoform 4",1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00927273.1,SLC12A4,"solute carrier family 12, member 4 isoform d",6,25,20,6,28,6,1,10,26,28,0
IPI:IPI00927274.1,C3orf75,13 kDa protein,3,14,9,1,4,5,2,0,7,3,0
IPI:IPI00927277.1,DNAJB6,"cDNA FLJ60022, highly similar to DnaJ homolog subfamily B member 6",3,9,4,0,4,5,3,7,6,0,0
IPI:IPI00927280.1,SAP18,Protein,4,22,15,3,12,21,2,0,15,8,0
IPI:IPI00927293.1,NPHP1,Protein,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00927308.1,NDUFS1,75 kDa protein,3,5,2,0,0,5,1,0,1,0,0
IPI:IPI00927312.1,CRCP,calcitonin gene-related peptide-receptor component protein isoform d,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00927314.1,BCAP29,20 kDa protein,2,1,0,0,0,1,5,0,0,0,0
IPI:IPI00927316.1,NUP35,8 kDa protein,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00927317.1,CASP8,23 kDa protein,1,0,0,0,0,0,0,0,0,0,9
IPI:IPI00927321.1,MTMR14,47 kDa protein,1,1,0,0,0,0,1,0,0,0,0
IPI:IPI00927325.1,NEK10,11 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00927342.1,IP6K2,10 kDa protein,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00927353.1,-,Mediator complex subunit MED16 variant MED16_i6 (Fragment),1,4,3,0,1,1,0,0,2,0,0
IPI:IPI00927361.1,NGLY1,12 kDa protein,1,1,0,0,0,0,1,2,2,0,0
IPI:IPI00927373.1,IDH1,8 kDa protein,1,2,0,0,0,0,0,0,0,0,0
IPI:IPI00927381.1,TRO,Magphinin alpha,1,0,0,0,0,0,1,0,0,0,6
IPI:IPI00927382.1,POLD2,18 kDa protein,3,42,35,6,9,22,3,0,27,5,0
IPI:IPI00927384.1,CAMK2B,41 kDa protein,1,2,0,0,0,7,2,0,0,0,0
IPI:IPI00927389.1,RCC1,24 kDa protein,2,0,0,0,0,5,0,0,0,0,0
IPI:IPI00927397.1,MPHOSPH10,63 kDa protein,1,0,0,1,0,0,0,0,0,0,0
IPI:IPI00927399.1,USP19,151 kDa protein,3,4,1,1,1,6,3,15,8,5,0
IPI:IPI00927407.1,HNRNPA3,BX1,5,8,5,0,7,6,2,3,5,0,11
IPI:IPI00927411.1,DAZL,23 kDa protein,2,0,0,0,0,0,0,0,0,0,11
IPI:IPI00927412.1,ZC3H15,12 kDa protein,1,2,0,0,0,0,0,0,0,0,0
IPI:IPI00927418.1,ARPC1B,25 kDa protein,1,2,2,1,0,5,2,0,5,0,0
IPI:IPI00927423.1,DALRD3,32 kDa protein,1,0,0,0,0,3,0,0,3,0,0
IPI:IPI00927428.1,IKBKG,47 kDa protein,2,8,13,0,4,13,2,4,11,0,10
IPI:IPI00927437.1,MTX2,26 kDa protein,2,5,0,0,0,0,0,0,0,0,0
IPI:IPI00927448.1,ECT2,18 kDa protein,1,0,0,0,0,0,0,0,1,0,0
IPI:IPI00927468.1,AP4M1,18 kDa protein,1,11,21,2,0,14,5,0,15,5,0
IPI:IPI00927472.1,SNRNP200,"cDNA FLJ56901, highly similar to U5 small nuclear ribonucleoprotein 200 kDa helicase",1,0,0,0,0,0,0,0,0,2,0
IPI:IPI00927473.1,CAPN7,Protein,3,46,32,2,5,14,2,0,24,7,0
IPI:IPI00927480.1,EIF4A2,11 kDa protein,1,50,21,4,25,28,3,24,26,20,29
IPI:IPI00927485.1,ECT2,25 kDa protein,1,3,0,0,0,9,4,0,6,4,0
IPI:IPI00927490.1,SCN5A,voltage-gated sodium channel type V alpha isoform f,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00927491.1,NUP35,14 kDa protein,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00927500.1,TRA2B,Isoform 3 of Transformer-2 protein homolog beta,2,20,5,0,14,19,6,42,20,0,0
IPI:IPI00927510.1,EIF4G1,Isoform D of Eukaryotic translation initiation factor 4 gamma 1,4,1,0,0,2,1,3,0,0,0,0
IPI:IPI00927523.1,P4HTM,Protein,2,0,4,0,0,0,0,0,0,0,2
IPI:IPI00927531.1,AP1S1,Protein,5,32,27,8,19,20,13,0,12,36,0
IPI:IPI00927536.1,ATIC,12 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00927538.1,TBL2,"cDNA FLJ55528, highly similar to Transducin beta-like 2 protein",1,2,0,0,0,0,0,0,0,0,0
IPI:IPI00927541.1,-,73 kDa protein,1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00927545.1,ACTA2,ACTA2 protein (Fragment),6,298,205,16,195,226,51,114,212,97,168
IPI:IPI00927546.1,TBL1XR1,8 kDa protein,1,42,26,2,23,31,6,18,28,22,0
IPI:IPI00927553.1,-,Mediator complex subunit MED23 variant MED23_i2 (Fragment),1,11,3,9,12,2,6,0,6,8,0
IPI:IPI00927554.1,IP6K2,10 kDa protein,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00927555.1,HLA-A,MHC class I antigen (Fragment),1,84,41,16,46,52,16,0,55,28,50
IPI:IPI00927565.1,SUMF2,"cDNA FLJ59949, highly similar to Homo sapiens sulfatase modifying factor 2 (SUMF2), transcript variant 4, mRNA",1,6,13,0,1,5,0,0,6,0,0
IPI:IPI00927573.1,APEH,Protein,2,26,12,1,16,6,2,0,8,6,0
IPI:IPI00927604.1,PIGX,"Similar to Phosphatidylinositol glycan anchor biosynthesis, class X",1,12,16,0,21,12,0,0,11,43,0
IPI:IPI00927612.1,ARPC1B,15 kDa protein,1,2,2,1,0,5,2,0,5,0,0
IPI:IPI00927614.1,GOLGA4,Isoform 3 of Golgin subfamily A member 4,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00927627.1,PIGX,9 kDa protein,1,12,16,0,21,12,0,0,11,43,0
IPI:IPI00927639.1,SLC4A7,Solute carrier family 4 sodium bicarbonate cotransporter member 7 heart variant,9,12,10,3,12,48,3,121,37,0,0
IPI:IPI00927646.1,USP19,Ubiquitin carboxyl-terminal hydrolase,3,4,1,1,1,6,3,15,8,5,0
IPI:IPI00927677.1,HNRNPA3,34 kDa protein,5,8,5,0,7,6,2,3,5,0,11
IPI:IPI00927682.1,RAB3GAP1,111 kDa protein,2,3,3,0,3,0,0,0,0,0,0
IPI:IPI00927691.1,ITGAV,Protein,1,1,0,1,0,5,2,0,0,0,0
IPI:IPI00927696.1,EEF1B2,13 kDa protein,1,0,0,0,7,0,0,0,0,0,0
IPI:IPI00927698.1,POP7,15 kDa protein,2,0,0,0,0,1,0,0,1,0,0
IPI:IPI00927711.1,GLB1,17 kDa protein,1,1,0,1,0,0,0,0,0,0,0
IPI:IPI00927712.1,RALA,Protein,1,1,0,0,0,0,3,0,0,0,0
IPI:IPI00927715.1,RPL15,21 kDa protein,5,191,117,12,130,110,27,95,99,134,37
IPI:IPI00927724.1,BCS1L,17 kDa protein,1,1,0,0,1,0,0,0,0,0,0
IPI:IPI00927731.1,AAMP,47 kDa protein,2,3,5,0,0,0,1,6,2,0,0
IPI:IPI00927735.1,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4 isoform 1,1,0,0,2,0,0,0,0,0,0,0
IPI:IPI00927765.1,EIF4G1,Isoform E of Eukaryotic translation initiation factor 4 gamma 1,4,1,0,0,2,1,3,0,0,0,0
IPI:IPI00927784.1,HLA-B,MHC class I antigen (Fragment),3,14,9,1,1,5,2,0,19,4,1
IPI:IPI00927786.1,RAD54L2,cDNA FLJ58240,4,3,5,0,0,11,1,1,7,1,0
IPI:IPI00927799.1,CTNNB1,"cDNA FLJ57878, highly similar to Beta-catenin",10,144,122,3,76,90,36,20,62,135,83
IPI:IPI00927825.1,FLNA,65 kDa protein,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00927827.1,RFC4,12 kDa protein,1,0,0,0,0,0,0,0,1,0,0
IPI:IPI00927830.1,PSMA2,19 kDa protein,5,137,83,3,82,58,11,19,76,43,47
IPI:IPI00927833.1,PHTF2,"Putative homeodomain transcription factor 2, isoform CRA_a",1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00927838.1,DVL3,24 kDa protein,1,3,1,0,0,1,1,11,9,0,0
IPI:IPI00927850.1,YKT6,22 kDa protein,4,1,0,0,0,0,4,2,2,0,0
IPI:IPI00927854.1,HLA-C,MHC class I antigen (Fragment),3,86,45,17,46,54,16,0,63,28,51
IPI:IPI00927860.1,NCBP2,"cDNA, FLJ78802, highly similar to Nuclear cap-binding protein subunit 2",1,0,0,0,0,2,2,0,0,0,0
IPI:IPI00927864.1,MDH2,Malate dehydrogenase,4,25,23,2,3,21,1,0,21,4,0
IPI:IPI00927870.1,POLD2,24 kDa protein,3,42,35,6,9,22,3,0,27,5,0
IPI:IPI00927873.1,FBXO45,12 kDa protein,1,2,2,0,1,1,0,0,3,0,0
IPI:IPI00927876.1,POLR2H,17 kDa protein,1,8,8,0,0,6,4,0,4,3,0
IPI:IPI00927879.1,SLC4A7,Solute carrier family 4 sodium bicarbonate cotransporter member 7,16,54,44,4,26,90,11,301,121,26,0
IPI:IPI00927883.1,GUSB,"cDNA FLJ53268, highly similar to Beta-glucuronidase",2,0,0,0,0,7,0,0,0,0,24
IPI:IPI00927884.1,POTEH,Putative uncharacterized protein POTEH,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00927892.1,PMPCB,Mitochondrial-processing peptidase subunit beta,1,0,0,0,0,4,0,0,1,0,0
IPI:IPI00927898.1,RAB3GAP1,7 kDa protein,1,1,0,0,1,0,0,0,0,0,0
IPI:IPI00927908.1,AP4M1,36 kDa protein,2,12,21,2,0,14,5,0,15,5,0
IPI:IPI00927933.1,FAM136A,27 kDa protein,2,0,0,0,0,0,0,0,0,0,11
IPI:IPI00927953.1,GTF2I,"cDNA FLJ61347, highly similar to General transcription factor II-I",3,0,0,0,0,0,1,0,2,0,1
IPI:IPI00929107.1,BSCL2,Seipin,2,0,0,0,0,2,4,2,2,0,0
IPI:IPI00929216.1,HMGN1;LOC643790,High-mobility group nucleosome binding domain 1,4,50,33,0,30,68,38,111,31,0,0
IPI:IPI00929222.1,-,51 kDa protein,7,39,35,1,8,54,17,1,53,49,6
